cleaned_content,sentiment
aplikasi nya lemot banget. sering error padahal prjlanan kreta api digunakan se hari². aku dari dulu pengguna kereta api. kalau memang belum siap berkembang menggunakan aplikasi mending manual saja. beli tiket di stasiun. lebih ok dari pada aplikasi error time out terus,0
"mau daftar member akses tidak bisa, padahal sudah diisi dengan benar. tolong diperbaiki lagi",0
"lemot banget parah, tidak berguna sama sekali. tolong balikin aplikasi kai kaya 1 tahu lalu, yang tidak lemot, tidak lola, cepat akses nya, mudah, tidak antri antri club.",0
"mahal banget refundnya kocak,",0
"mau pesan tiket harus upgrade basic, tapi email lama saya lupa sudah dihapus, pakai email baru tidak bisa, saya tidak bisa pesan tiket, bagaimana solusinya?",0
makin di update makin tidak benar mau mesen tiket malah jadwal tidak di temukan sudah pindah ke tanggal yang lain masih saja sama bagaimana coba kalau kayak begini sudah mesen offline susah online makin ribet,0
bad,0
min. ini appk masih berfungsi atau tidak? kenapa sering keluar sendiri? masuk sering gagal registrasi gagal terus sekarang masuk malah gagal terus,0
bus listrik transjakarta bau.jujur saja.bau daging berdua.omset ratusan juta beli pengharum susah banget.,0
"aplikasi bodoh. ganti2 aplikasi terus. sudah pulang benar kerjasama dengan pihak ketiga malah bikin aplikasi sendiri. nanti tidak sampai 2 tahun 3 tahun juga mati suri aplikasinya. pembayaran cuma bisa pakai astrapay yang dimana harus download lagi bikin akun lagi, dibayar berapa sama astrapay sampai di monopoli 1 payment doang?. sudah begitu scan mesinnya juga lama banget kadang tidak bisa. kalau cuma cek posisi bus kendaraan bisa pakai gmaps, kenapa harus pakai aplikasi tambahan lagi? dasar bumd tidak pernah benar. bikin aplikasi baru, dana segar",0
ribet harus meminta code angka verifikasi buat scan link. harus nya seperti krl simpel goyang hp tinggal scan. tolong di permudah sistem nya.,0
pelayanan cs sangat buruk. di wa & dm ig beberapa kali tidak direspon.,0
mengapa tidak tersedia e walet pembayaran melalui dana. tolong di sediakan doang untuk transaksi melalui dana,0
sering error,0
"sering trouble , top up kaspro saldonya tidak masuk.sistem apa ini. merugikan konsunmen.penangganan tidak jelas kurang amanah",0
pelayanan sangat jelek sekali. 4 hari dana pengambilan belum juga di kembalikan,0
baru kali ini gua pesan tiket di tempatnya tidak bisa sama sekali.,0
saya belum pernah pakai aplikasi ini kenapa idno ktp sudah ada yang pakai dengan email bukan email saya,0
kartu debit yang bisa ditambahkan hanya mandiri jempol ke bawah,0
"kenapa login member basic tidak bisa bisa ya, malah kembali login aplikasi nya hadeh",0
"mau daftar saja sulit amat suruh menunggu dapat otp via email lama amat giliran dapat otp di memasuki sudah expired otp nya. tlpn cs suruh s kendalanya kirim via email kai, giliran mau di s, kebijakan dari aplikasinya tidak bisa di s. kocak bikin gedek saja.",0
"aplikasi sudah war malam"" tapi tidak bisa akses, shubuh tiba"" penuh. gerbong makannya cuma dibuat hanya crew. ayok mana ""anda adalah priorotas kami"" wkwkwk",0
"aplikasi tidak, jelas di situ tertulis ""jadwal tidak di temukan"" tapi waktu buka ulang tiba"" tiket sudah habis semua pdahl jaringan internet disini baik"" saja, ayo woy aplikasi error tidak jelas",0
"tiap hari isi promo cuman hotel klinik dan wisata, promo buat potongan pada saat beli tiket kereta nya kapan ? aplikasi ini di adakan untuk akomodasi beli tiket kreta bukan untuk cari penginapan hotel.",0
update ap terus,0
tidak bisa pesan tiket waktu pembayaran gagal,0
bus k12 kebersihan tidak terjaga saya baru saja naik bangkunya kena rembesan ac celana saya jadi basa kayak habis pup,0
selalu tidak akurat titik busnya,0
sering bug dan time out terus,0
"mau daftar masuk saja ribet banget sudah berkali kali tidak bisa terus,sudah memasuki sandi tapi tetap saja katanya salah tidak bisa,sangat mengecewakan",0
"untuk rute lebak bulus sawangan d41, kerja di point square didepan point square ada halte busway, otomatis saya naik dari situ dong lalu di halte busway lebak bulus saya disuruh turun lalu disuruh antri lagi oleh petugas. otomatis yang saya tadi naik busway jadinya saya menunggu busway berikutnya. paraaah.parah.parahhg",0
"banyak banget yang ngejoki ngab, jadi kalau mau beli pasti sudah habis",0
"saya tidak bisa daftar ke aplikasi, bagaimana sih nyuruh orang beli tiket dan aksesnya pakai aplikasi tapi tidak bisa registrasi, kalau bikin insfastruktur atau fasilitas satu paket dong, jangan setengah setengah.",0
ok,0
"worst, aplikasi sampah, isinya bug semua",0
"kesel banget sudah bagus-bagus pembayaran bisa melalui dana tapi malah dihapus, yang ada cuma 2 yang banyak orang tidak tau. mengesalkan banget",0
"aplikasi tidak jelas masak mulai jam 00.00 aku sudah online dan mencoba berkali kali buat pesan tapi tidak bisa. tiba tiba bisa di jam 00.30 sudah tinggal yang tanpa tempat duduk,",0
sering update tapi fitur masih sama,0
bagaimana sih susah banget klaim asuransi refund nya! hubungin kai nya susah qoala nya juga susah. percuma menambah asuransi kalau tidak bisa di klaim mah. ujung² nya tidak balik 100% juga.,0
error mulu hari ini,0
coba dahulu,0
"aplikasi bisa di download dan berhasil, saat pengisian data selalu gagal tidak berhasil2 padahal sudah sesuai identitas, loding nya terus padahal sinyal kuat.",0
aplikasi sering error tolong dong perbaikannya? lebih suka kai accses yang sebelum update,0
"benar bk ulasan yang tidak puas,saya instal ap.mau daftar tapi sampai ujung,tidak bisa,mungkin memang ini abal-abal,tidak pro.punya.",0
"aplikasi bodong, lambat pol",0
suka keluar mulu tidak pernah dapat sinyal. buat tap ini tap out kadang tidak bisa sebel,0
padahal sudah lama menggunakan aplikasi kai tapi kenapa sekarang tidak bisa masuk harus upgrade,0
jelek,0
ogah pakai aplikasi kayak begini sangat ribet,0
server gangguan mulu payah,0
"aplikasi tidak jelas, mau daftar malah freeze halamanya, giliran log out lalu masuk dan daftar kembali tidak bisa.",0
"kenapa login member basic tidak bisa bisa ya, malah kembali login aplikasi nya hadeh",0
"pembatalan super ribet, saya pesan untuk orang tua pakai akun saya tidak bisa dibatalkan, aneh sehatusnya tetap bisa karena saya yang memesan menggunakan akun saya, harus ke stasiun yang itu tidak memungkinkan proses lama lelet aplikasi dibuat harusnya untuk mepmpermudah",0
info moda selalu tidak ada data. sudah seminggu begini terus. buat apaan aplikasi unfaedah,0
menurut saya aplikasi harga dulu bagus cuman. pas saya lagi login dan mau periksa otp di google dan balik lagi ke aplikasi kai tiba tiba nge fresh sendiri. dan coba lagi tidak bisa. tolong dong di perbaiki,0
"kenpa nih aplikasi padah sudah dapatr kenpa otp ya selalu bermasalah mulu aneh,padah sudah di kirim tetap tidak bisa",0
tidak praktis sangat menyulitkan. kok bisa orang bikin aplikasi begini,0
"sepertinya kai belum mampu buat aplikasi yang berkualitas, yang tidak mengesalkan penggunanya, wa cs pun susah. semoga lebih baik kedepannya",0
kenapa kok sekarang tidak bisa memasuki data. alamat pun tidak bisa. benar-benar sekarang menyusahkan.,0
"aplikasi aneh , mau daftar saja susah , benerin lagi lah buat aplikasi yang benar , ini deh taraf nasional",0
"makin leg, tiap cari tiket jadwal tidak di temukan troos padahal sudah jls ada",0
"aplikasi crash tidak bisa update saldo, sudah ke potong kai pay nya tapi",0
padahal sudah lama menggunakan aplikasi kai tapi kenapa sekarang tidak bisa masuk harus upgrade,0
"aplikasi bisa di download dan berhasil, saat pengisian data selalu gagal tidak berhasil2 padahal sudah sesuai identitas, loding nya terus padahal sinyal kuat.",0
aplikasi nya kebanyakan update,0
"terlalu sering error, mohon di perbaiki",0
please re schedule.di dukuh atas lama menunggu bussway.buat seperti awal setiap 5mnt ada bus,0
"kebijakan nya tolong di kaji ulang. seharus nya yang menggunakan jaklingko itu pelajar , mahasiswa ,pengurus rt/rw dan staf nya , karyawan di bwh gaji 4jt . jangan 0% , rute yang seharusnya tidak di lalui mobil , cuma motor , ini bisa masuk , yang akhirnya macet. anggaran ini sangat besar juga tidak membantu orang susah , juga merugikan ojek & ojol , turun sangat drastis karena 0% , semua orang yang berduit menngunakan angkutan umum. untuk bpk pj gubernur , tolong kaji ulang , jangan 0% , terimajasih",0
server sering down saat war tiket,0
"kaipay seperti e-wallet tapi ketinggalan jaman, setelah topup , dana tidak langsung masuk ke kaipay, mesti menunggu dulu 15 menitan bahkan lebih. tolong lebih inovatif lagi lah, kalaupun ada waktu tunggu jangan selama itu",0
"aplikasi banyak bug nya sudah diluncurkan ini bagaimana ya developernya apa mereka tidak melakukan test dahulu sebelum meluncurkannya dan pihak kai sendiri apa juga tidak melalukan uji coba? jangan hanya asal memenuhi target kerja saja kemudian tidak ada maintenance sama sekali, masa mengisi data pribadi agar bisa menjadi member basic tidak bisa melalukan konfirmasi by email sama sekali tidak ada responnya. melakukan lupa passwordpun tidak bisa kacau sekali",0
mau login tidak bisa hari ini.ada apa?apa sudah nonaktif aplikasinya?ligin nomor maupun google sudah tidak bisa,0
bintang 1 karena mengesalkan tidak bisa serch rute,0
sudah 2x beli tiket tidak muncul tidak bisa di refund juga,0
duit gua balikin totlol,0
"kenapa ya saat saya pesan tiket di daerah a, sering trobel, tapi di daerah b tidak, padahal koneksi internet juga bagus, tapi kenapa selalu susah untuk pesan tiket, timeout. kadang jadwal tidak tersedia, padahal sebelumnya ada jadwalnya tinggal pembayaran saja",0
"mencari tiket kayak mencari teman yang ngutang susuahnya tidak ngotak apknya lelet,tolong itu suruh programinya buat aplikasi yang tidak leleta",0
"tidak nyaman kalau tidak pakai nomor. kita sekeluarga naik kereta, duduk menclok2. tidak asik, tidak nyaman. kadang di kereta tempat bercengkrama santai, tapi kalau tidak pakai nomor, moment itu hilang",0
"sering terjadi bug, tidak dapat memuat jadwal, giliran di cek di google nogol jadwalnya hadeh",0
"sudah 3 hari mau upgrade jadi member basic susahnya meminta ampun, sudah memasuki kode otp hanya loading, kebutuhan untuk beli tiket antar kota dari rangkas bitung ke merak p, seharusnya kerjasama dengan provider lain seperti traveloka atau tiket. com kalau pt. kai belum siap dengan sistem nya",0
"aplikasi tidak guna. pakai kai pay malah tidak bisa ngapa mengapai. beli tiket gagal terus. beli token tidak ada struknya, saldo kepotong. komplen lama banget tidak ada kejelasan. tidak usah bikin aplikasi kalau tidak guna. merugikan",0
cacat,0
"aplikasi apaan, login tidak bisa, daftar tidak bisa tidak jelas aplikasinya",0
"masih jauh dari kesempurnaan,dari mulai pelayanannya masih jauh dari memuaskan",0
versi terbarunya jelek banget disuruh upgrade ke member basic tapi selalu error setiap memasuki kode otp malah lebih bagus yang versi lama tidak ribet,0
update terus tiap hari,0
nih kenapa saya mau bayar mrt jakarta tiba-tiba data saat ini kosong apa coba!? jelasin lah,0
26 maret 2025 sudah mengurangi jumlah uang tapi tiket hilang sudah semakin tidak jelas nih aplikasi contact center pun sulit di hubungi. hilang deh sejumlah uangku.,0
"tolong sistemnya dibenahi lagi saat mau booking tiket, kenapa setiap pembayaran selalu tidak bisa/timeout?. padahal sinyal wifi maupun kuota sangat lancar!",0
habis di update kok buat isi pulsa dan token jadi tidak ada.? mana baru top up.!,0
"tiket kereta yang diberikan masih ada masalah, saat memasukan tujuan stasiun kramat malah diberikan tiket ke stasiun cikini dan ""diminta"" untuk berjalan dari cikini ke stasiun kramat. untungnya staf di stasiun mau membantu saya untuk keluar dari stasiun.",0
habis update malah nge load mulu,0
"sumpah aplikasi ribet banget ,tidak bisa ganti nomor tiket , transfer tiket saja masa langsung kekirim semuanya ,ngeribetin ,banyak bug",0
"apaan deh pesan selalu ngelag, tiba-tiba time out, pas sudah bisa malah kursinya habis",0
"mahal kali tiket nya, setiap hari raya atau natal pasti di mahalin harga tiket nya wajah tersenyum sombong wajah bosan",0
"kenapa harus maintance di jam2 orang sibuk sih, kan ribet jadinya.",0
mau upgrade saja dipersulit. otp tidak bisa masuk. sekalinya masuk aplikasi nya ngestuck padahal sudah dipencet selanjutnya. definisi menyusahkan mau naik kereta saja,0
"setiap pesan makan memalui aplikasi ini selalu ada crash dengan sistemnya kai. jadi sudah pesan makan, sudah lunas tapi makanan tidak diantar dan katanya orderan belum masuk ke petugas resto kereta",0
sering kali meminta update,0
"aplikasi tidak membantu. pelayanan nol. respon nol. coba menghubungi via ig, wa, email, responnya super lelet. mau booking, sudah isi data dengan lengkap, tetap tidak bisa, ! coba uninstall, terus pasang lagi tetap tidak bisa (walaupun sudah isi data lengkap) kapok",0
"operasikan lagi kereta eksekutif limex dong kai, bisa jadi pilihan kalau kehabisan tiket seperti sekarang ini",0
aplikasi burik. menyebalkan. order tiket gagal tapi duid di kai pay sudah berkurang. ngechat admin melalui layanan wa bot terus yang balas. alesan admin sibuk. makin kesini makin tidak benar nih aplikasi. sudah begitu akun tiba-tiba keluar sendiri. masuk malah tidak bisa. makin tidak karuan buriknya nih aplikasi,0
bermasalah otp .error mulu.hapuslah saja aplikasi ini,0
erornya lama,0
saldo gue di kai pay kenapa tidak bisa di akses. duit gue hilang ini mah.,0
"crash tidak bisa masuk ke aplikasiny,kenapa sih maksa banget membuat aplikasi yang masih belum jadi sempurna kaya begini",0
"tujuan adanya mrt agar masyarakat beralih ke trasnportasi umum tapi untuk akses pembayaranya tidak kayak dulu, kalau dulu pembeliat tiket bisa melalui ovo dan gopay tapi sekarang hanya berlaku i saku dan astrapay. tolong pihak mrt dibaca kenapa saya menyarankan pembayaran via e wallet seperti ovo atau gopay dan dana karena masyarakat banyak transaksi melalukan e wallet tersebut bukan e wallet seperti i saku dan astrapay",0
ribet,0
kasih bintang satu terus sampai di hapus google biar ada perbaikan kena double charge tapi saldo tidak pernah balik.,0
buat beli tiket comuter error terus,0
mau log ini dari tadi.tidak bisa². muter² terus. padahal internet normal. lihat youtube dulu. normal,0
tidak bisa login,0
tidak bisa refund,0
"yang bilang aplikasi kai ""bagus"" tuh amat sangat bohong ! lebih baik balik lagi seperti dulu beli di loket langsung dapat tiket, aplikasi buruk, aplikasi paling buruk, aplikasi amat sangat buruk, tidak relevan, meresahkan, aplikasi paling buruk !",0
"aplikasi tidak jelas, setiap mau pembayaran error terus padahal saya sudah input data dengan benar, tetapi setiap proses pembayaran pasti invalid, developer bisa urus aplikasi mu tidak?, ini aplikasi resmi milik kai namun terlalu banyak bug/error, masih lebih mudah pakai aplikasi lain untuk pesan tiket kereta",0
"salah klik beli tiket tidak bisa refund, parah tidak bisa cancel pula",0
"aplikasi sesampah ini sekarang sudah 4.8? ini kai sama sekali tidak ada perubahan untuk aplikasinya, jelek sekali",0
"aplikasi error mulu, pesan tiket kereta susah. error tidak jelas tiba tiba tiket habis padahal cuma beberapa menit",0
tidak jelas nih aplikasi masa iya baru buka aplikasi nya langsung habis,0
kode tiket qr sering tidak bisa terbaca saat ingin tap-ini dan tape-out pada gate!,0
"mau login saja susahnya ampun, sudah benar pakai nomor telpon malah suruh memasuki password., opsi nya kacau wrong fail terus",0
"sudah aktifin kai pay masih ada saldo nya, pas top up malah harus aktifin lagi, pas order tiket saldo ngurangin tapi tidak ada di tiket saya pas ke stasiun tidak bisa aduh tolong dibenerin tuh kecewa berat, cs susah dihubungi tidak jelas",0
sudah bayar tiket lewat qris tapi tiket tidak dapat,0
saya kasih satu soal nya aplikasi nya tidak bisa kebuka,0
saya kasih bintang 2 dulu karena saya daftarin email selalu gagal padahal sudah benar',0
"ih tidak jelas aplikasinya, mau daftar saja loading melulu nanti balik lagi ke pendaftaran. tidak jelas banget sumpah!",0
"buruk! data tidak sesuai dengan yang ada dilapangan, selalu telat. pelayanan petugas juga banyak yang tidak paham",0
